Site,Date,EnteroCount,FourDayRainTotal,SampleCount,EnteroCount1
Inbocht Bay,9/14/2012,4,0,36,4
Inbocht Bay,7/15/2011,4,0.3,36,4
Inbocht Bay,9/16/2008,4,0.4,36,4
Malden Launch Ramp,10/23/2008,4,0.3,36,4
Malden Launch Ramp,6/18/2008,4,0.8,36,4
Esopus Creek West,6/23/2013,4,0,42,4
Esopus Creek West,6/19/2012,4,0,42,4
Esopus Creek Entrance,6/23/2013,4,0,43,4
Tivoli Landing,9/16/2008,4,0.3,37,4
Tivoli Landing,7/1/2011,4,0.5,37,4
Tivoli Landing,5/19/2012,4,0,37,4
Ulster Landing Beach,8/20/2011,4,1.1,36,4
Kingston Point Beach,5/19/2012,4,0,43,4
Kingston Point Beach,8/20/2011,4,1.1,43,4
Kingston Point Beach,5/21/2008,4,0.2,43,4
Kingston Point Beach,9/14/2012,4,0,43,4
Kingston Point Beach,9/16/2009,4,0,43,4
Kingston Point Beach,6/11/2009,4,1.1,43,4
Kingston STP Outfall,6/11/2009,4,1.1,40,4
Rondout- Eddyville Anchorage,6/30/2012,4,0.1,45,4
Port Ewen Drinking Water Intake,10/19/2013,4,0,37,4
Port Ewen Drinking Water Intake,8/18/2013,4,0,37,4
Port Ewen Drinking Water Intake,8/16/2012,4,0.4,37,4
Norrie Point Yacht Basin,10/14/2012,4,0,36,4
Norrie Point mid-channel,7/20/2012,4,0.6,36,4
Norrie Point mid-channel,10/22/2008,4,0,36,4
Poughkeepsie Drinking Water Intake,7/19/2012,4,0.2,38,4
Poughkeepsie Drinking Water Intake,5/14/2009,4,0.1,38,4
Poughkeepsie Drinking Water Intake,5/17/2009,4,1.5,38,4
Poughkeepsie Launch Ramp,10/14/2012,4,0,37,4
Poughkeepsie Launch Ramp,5/24/2010,4,0,37,4
Poughkeepsie Launch Ramp,7/20/2010,4,0,37,4
Poughkeepsie Launch Ramp,6/17/2008,4,1,37,4
Poughkeepsie Launch Ramp,9/20/2008,4,0,37,4
Marlboro Landing,9/13/2010,4,0,35,4
Beacon Harbor,8/6/2008,4,0.3,38,4
Little Stony Point,7/30/2009,4,0.5,38,4
Little Stony Point,5/23/2010,4,0,38,4
Cold Spring Harbor,6/1/2013,4,0,35,4
West Point STP Outfall,8/19/2010,4,1,36,4
West Point STP Outfall,6/14/2012,4,0.5,36,4
West Point STP Outfall,6/17/2008,4,0.3,36,4
West Point STP Outfall,5/21/2008,4,0.1,36,4
Fort Montgomery,10/13/2012,4,0,36,4
Fort Montgomery,9/13/2012,4,0,36,4
Haverstraw Bay mid-channel,9/19/2006,4,0,48,4
Croton Point Beach,5/21/2007,4,0.2,48,4
TZ Bridge mid-channel,5/21/2007,4,0.2,57,4
Piermont Pier,6/9/2008,4,0.2,187,4
Orangetown STP Outfall,8/16/2007,4,0.1,57,4
Yonkers mid-channel,6/18/2007,4,0,52,4
Harlem River- Willis Ave. Bridge,9/6/2007,4,0,47,4
East River mid-channel at Roosevelt Is.,5/23/2007,4,0,48,4
East River mid-channel at Roosevelt Is.,8/16/2007,4,0,48,4
East River mid-channel at 23rd St.,8/16/2007,4,0,50,4
Albany Rowing Dock,10/23/2008,3,0.3,36,3
Dunn Memorial Bridge- Albany,7/21/2012,3,0.2,38,3
Coeymans Landing,10/23/2008,3,0.3,36,3
Coxsackie Waterfront Park,7/19/2010,3,0.7,35,3
Gay's Point mid-channel,8/21/2010,3,0.2,36,3
Gay's Point mid-channel,10/15/2012,3,1,36,3
Catskill Launch Ramp,7/15/2011,3,0.3,37,3
Catskill Launch Ramp,5/15/2009,3,0.5,37,3
Catskill Launch Ramp,10/23/2009,3,0,37,3
Catskill Creek- East End,7/17/2008,3,0.1,42,3
Catskill Creek- East End,7/24/2012,3,0.3,42,3
Catskill Creek- East End,10/20/2013,3,0.2,42,3
Inbocht Bay,5/16/2009,3,0.5,36,3
Inbocht Bay,6/15/2012,3,0.7,36,3
Malden Launch Ramp,6/15/2012,3,0.7,36,3
Esopus Creek West,9/16/2008,3,0.4,42,3
Esopus Creek Entrance,10/18/2012,3,0.5,43,3
Esopus Creek Entrance,8/17/2012,3,0.4,43,3
Esopus Creek Entrance,7/16/2008,3,0.6,43,3
Tivoli Landing,5/21/2008,3,0.2,37,3
Tivoli Landing,6/18/2008,3,0.2,37,3
Tivoli Landing,5/14/2009,3,0.1,37,3
Tivoli Landing,5/24/2010,3,0,37,3
Tivoli Landing,9/14/2012,3,0,37,3
Ulster Landing Beach,6/11/2009,3,1.1,36,3
Ulster Landing Beach,10/22/2008,3,0,36,3
Ulster Landing Beach,9/16/2008,3,0.3,36,3
Ulster Landing Beach,7/19/2010,3,0,36,3
Kingston Point Beach,5/26/2012,3,0,43,3
Kingston Point Beach,8/17/2012,3,0.4,43,3
Kingston Point Beach,8/18/2013,3,0,43,3
Kingston Point Beach,8/10/2008,3,0.5,43,3
Kingston Point Beach,10/14/2012,3,0,43,3
Rondout- Eddyville Anchorage,7/16/2011,3,0,45,3
Port Ewen Drinking Water Intake,9/20/2013,3,0,37,3
Port Ewen Drinking Water Intake,6/17/2008,3,1,37,3
Port Ewen Drinking Water Intake,8/7/2008,3,0.3,37,3
Port Ewen Drinking Water Intake,9/16/2009,3,0,37,3
Norrie Point Yacht Basin,7/16/2008,3,0.6,36,3
Norrie Point Yacht Basin,9/15/2008,3,0.7,36,3
Norrie Point Yacht Basin,9/16/2009,3,0,36,3
Norrie Point mid-channel,8/18/2013,3,0,36,3
Norrie Point mid-channel,7/20/2013,3,0.1,36,3
Norrie Point mid-channel,5/14/2009,3,0.1,36,3
Norrie Point mid-channel,8/20/2010,3,0,36,3
Poughkeepsie Drinking Water Intake,7/19/2013,3,0.1,38,3
Poughkeepsie Drinking Water Intake,9/13/2012,3,0,38,3
Poughkeepsie Drinking Water Intake,10/14/2012,3,0,38,3
Poughkeepsie Drinking Water Intake,9/13/2010,3,0,38,3
Poughkeepsie Drinking Water Intake,10/22/2008,3,0,38,3
Poughkeepsie Launch Ramp,7/16/2011,3,0,37,3
Poughkeepsie Launch Ramp,5/18/2012,3,0.3,37,3
Poughkeepsie Launch Ramp,5/21/2008,3,0.1,37,3
Poughkeepsie Launch Ramp,8/6/2008,3,0.3,37,3
Poughkeepsie Launch Ramp,10/22/2008,3,0,37,3
Wappingers Creek,7/16/2008,3,0.6,35,3
Wappingers Creek,7/17/2011,3,0,35,3
Wappingers Creek,8/16/2012,3,0.4,35,3
Wappingers Creek,6/2/2013,3,0,35,3
Beacon Harbor,6/2/2013,3,0,38,3
Beacon Harbor,9/20/2008,3,0,38,3
Beacon Harbor,5/21/2008,3,0.1,38,3
Little Stony Point,5/21/2008,3,0.1,38,3
Little Stony Point,9/20/2008,3,0,38,3
Cold Spring Harbor,9/20/2013,3,0,35,3
West Point STP Outfall,8/6/2008,3,0.3,36,3
West Point STP Outfall,5/14/2009,3,0.1,36,3
Fort Montgomery,8/6/2008,3,0.3,36,3
Stony Point mid-channel,9/19/2006,3,0,44,3
Croton Point Beach,7/16/2007,3,0,48,3
TZ Bridge mid-channel,7/16/2007,3,0,57,3
Orangetown STP Outfall,9/6/2007,3,0,57,3
Upper Sparkill Creek,2/5/2009,3,0,165,3
Yonkers mid-channel,5/23/2007,3,0,52,3
Yonkers STP Outfall,6/18/2007,3,0,51,3
Harlem River- Willis Ave. Bridge,5/23/2007,3,0,47,3
79th St. mid-channel,5/23/2007,3,0,49,3
Island Creek/Normans Kill,10/23/2008,2,0.3,35,2
Castleton,7/14/2011,2,0.3,35,2
Coeymans Landing,7/21/2012,2,0.2,36,2
Coxsackie Waterfront Park,8/21/2010,2,0.2,35,2
Catskill Creek- First Bridge,9/21/2013,2,0,38,2
Catskill Creek- First Bridge,7/19/2010,2,0.7,38,2
Catskill Creek- First Bridge,5/22/2008,2,0.2,38,2
Catskill Launch Ramp,7/19/2010,2,0.7,37,2
Catskill Launch Ramp,5/25/2010,2,0,37,2
Catskill Creek- East End,5/19/2012,2,0.1,42,2
Catskill Creek- East End,8/18/2012,2,0.3,42,2
Inbocht Bay,7/1/2011,2,2.3,36,2
Inbocht Bay,7/19/2010,2,0.7,36,2
Inbocht Bay,10/23/2008,2,0.3,36,2
Malden Launch Ramp,10/20/2013,2,0.2,36,2
Malden Launch Ramp,9/16/2008,2,0.4,36,2
Malden Launch Ramp,5/22/2008,2,0.2,36,2
Esopus Creek West,6/15/2012,2,0.5,42,2
Esopus Creek West,10/14/2012,2,0,42,2
Esopus Creek West,7/16/2008,2,0.6,42,2
Esopus Creek West,10/22/2008,2,0,42,2
Esopus Creek Entrance,9/14/2012,2,0,43,2
Esopus Creek Entrance,7/24/2012,2,0.7,43,2
Esopus Creek Entrance,6/15/2012,2,0.5,43,2
Esopus Creek Entrance,9/16/2008,2,0.3,43,2
Esopus Creek Entrance,5/21/2008,2,0.2,43,2
Tivoli Landing,10/22/2008,2,0,37,2
Tivoli Landing,9/21/2013,2,0,37,2
Tivoli Landing,10/14/2012,2,0,37,2
Ulster Landing Beach,6/18/2008,2,0.2,36,2
Ulster Landing Beach,6/15/2012,2,0.5,36,2
Kingston Point Beach,7/16/2008,2,0.6,43,2
Kingston Point Beach,7/16/2011,2,0,43,2
Kingston Point Beach,9/1/2012,2,0.2,43,2
Kingston Point Beach,6/30/2012,2,0.1,43,2
Kingston Point Beach,9/20/2013,2,0,43,2
Kingston STP Outfall,7/20/2013,2,0.1,40,2
Port Ewen Drinking Water Intake,6/2/2013,2,0,37,2
Port Ewen Drinking Water Intake,5/14/2009,2,0.1,37,2
Port Ewen Drinking Water Intake,9/15/2008,2,0.7,37,2
Norrie Point Yacht Basin,10/22/2009,2,0,36,2
Norrie Point mid-channel,7/16/2011,2,0,36,2
Norrie Point mid-channel,5/18/2012,2,0.3,36,2
Norrie Point mid-channel,6/14/2012,2,0.5,36,2
Norrie Point mid-channel,10/14/2012,2,0,36,2
Norrie Point mid-channel,9/16/2009,2,0,36,2
Norrie Point mid-channel,6/17/2010,2,0,36,2
Poughkeepsie Drinking Water Intake,8/6/2008,2,0.3,38,2
Poughkeepsie Drinking Water Intake,10/22/2009,2,0,38,2
Marlboro Landing,5/14/2009,2,0.1,35,2
Marlboro Landing,10/22/2008,2,0,35,2
Marlboro Landing,9/20/2008,2,0,35,2
Marlboro Landing,9/20/2013,2,0,35,2
Marlboro Landing,5/18/2012,2,0.3,35,2
Marlboro Landing,9/16/2009,2,0,35,2
Marlboro Landing,7/17/2011,2,0,35,2
Wappingers Creek,9/20/2008,2,0,35,2
Wappingers Creek,9/16/2009,2,0,35,2
Wappingers Creek,9/20/2013,2,0,35,2
Beacon Harbor,5/18/2012,2,0.3,38,2
Newburgh Launch Ramp,5/14/2009,2,0.1,38,2
Cold Spring Harbor,9/20/2008,2,0,35,2
West Point STP Outfall,7/17/2011,2,0,36,2
Fort Montgomery,8/19/2010,2,1,36,2
Fort Montgomery,5/20/2008,2,0.3,36,2
Fort Montgomery,9/20/2008,2,0,36,2
Fort Montgomery,5/14/2009,2,0,36,2
Peekskill Riverfront Green Park,9/9/2007,2,0,42,2
Peekskill Riverfront Green Park,7/16/2007,2,0,42,2
Stony Point mid-channel,5/13/2009,2,0,44,2
Croton Point Beach,9/19/2006,2,0,48,2
Croton Point Beach,9/9/2007,2,0,48,2
Ossining Beach,9/19/2006,2,0,47,2
TZ Bridge mid-channel,7/11/2007,2,0,57,2
TZ Bridge mid-channel,6/18/2007,2,0,57,2
Orangetown STP Outfall,6/20/2007,2,0.4,57,2
Yonkers mid-channel,6/28/2007,2,0.7,52,2
GW Bridge mid-channel,9/26/2006,2,0.1,49,2
North River STP at 145th,8/16/2007,2,0,47,2
North River STP at 145th,9/26/2006,2,0.1,47,2
79th St. mid-channel,9/6/2007,2,0,49,2
East River mid-channel at Roosevelt Is.,9/26/2006,2,0.1,48,2
The Battery mid-channel,9/6/2007,2,0,49,2
Bethlehem Launch Ramp,8/21/2010,1,0.2,36,1
Castleton,5/25/2010,1,0,35,1
Coeymans Landing,5/25/2010,1,0,36,1
Gay's Point mid-channel,5/16/2009,1,0.5,36,1
Gay's Point mid-channel,5/15/2009,1,0.5,36,1
Gay's Point mid-channel,7/21/2012,1,0.2,36,1
Catskill Creek- First Bridge,9/16/2008,1,0.4,38,1
Catskill Launch Ramp,5/22/2008,1,0.2,37,1
Catskill Creek- East End,9/16/2008,1,0.4,42,1
Inbocht Bay,5/22/2008,1,0.2,36,1
Inbocht Bay,8/20/2011,1,0,36,1
Malden Launch Ramp,8/20/2011,1,0,36,1
Esopus Creek West,7/24/2012,1,0.7,42,1
Esopus Creek Entrance,7/15/2011,1,0,43,1
Tivoli Landing,7/16/2008,1,0.6,37,1
Tivoli Landing,6/11/2009,1,1.1,37,1
Tivoli Landing,7/19/2010,1,0,37,1
Tivoli Landing,6/15/2012,1,0.5,37,1
Tivoli Landing,10/20/2013,1,0.1,37,1
Ulster Landing Beach,5/14/2009,1,0.1,36,1
Ulster Landing Beach,10/20/2013,1,0.1,36,1
Ulster Landing Beach,5/21/2008,1,0.2,36,1
Kingston Point Beach,5/24/2010,1,0,43,1
Kingston Point Beach,6/18/2008,1,0.2,43,1
Rondout- Eddyville Anchorage,5/24/2010,1,0,45,1
Rondout- Eddyville Anchorage,9/1/2012,1,0.2,45,1
Port Ewen Drinking Water Intake,7/20/2013,1,0.1,37,1
Port Ewen Drinking Water Intake,5/21/2008,1,0.2,37,1
Port Ewen Drinking Water Intake,8/20/2010,1,0,37,1
Port Ewen Drinking Water Intake,6/17/2010,1,0,37,1
Norrie Point Yacht Basin,7/16/2011,1,0,36,1
Norrie Point mid-channel,9/20/2013,1,0,36,1
Norrie Point mid-channel,10/19/2013,1,0,36,1
Norrie Point mid-channel,5/21/2008,1,0.1,36,1
Norrie Point mid-channel,6/17/2008,1,1,36,1
Norrie Point mid-channel,7/16/2008,1,0.6,36,1
Norrie Point mid-channel,8/7/2008,1,0.3,36,1
Norrie Point mid-channel,6/10/2009,1,0.9,36,1
Norrie Point mid-channel,5/24/2010,1,0,36,1
Norrie Point mid-channel,7/20/2010,1,0,36,1
Poughkeepsie Drinking Water Intake,7/16/2008,1,0.6,38,1
Poughkeepsie Drinking Water Intake,5/18/2012,1,0.3,38,1
Poughkeepsie Drinking Water Intake,7/16/2011,1,0,38,1
Poughkeepsie Drinking Water Intake,5/21/2008,1,0.1,38,1
Marlboro Landing,7/16/2008,1,0.6,35,1
Marlboro Landing,8/16/2012,1,0.4,35,1
Wappingers Creek,8/6/2008,1,0.3,35,1
Wappingers Creek,5/24/2010,1,0,35,1
Beacon Harbor,7/16/2008,1,0.6,38,1
Newburgh Launch Ramp,9/20/2008,1,0,38,1
Little Stony Point,8/6/2008,1,0.3,38,1
Little Stony Point,8/19/2010,1,1,38,1
Cold Spring Harbor,6/14/2012,1,0.5,35,1
Cold Spring Harbor,8/6/2008,1,0.3,35,1
Cold Spring Harbor,7/16/2008,1,0.6,35,1
West Point STP Outfall,9/16/2009,1,0,36,1
West Point STP Outfall,7/16/2008,1,0.6,36,1
Fort Montgomery,7/17/2011,1,0,36,1
Stony Point mid-channel,7/16/2007,1,0,44,1
Stony Point mid-channel,9/9/2007,1,0,44,1
TZ Bridge mid-channel,9/9/2007,1,0,57,1
TZ Bridge mid-channel,8/23/2007,1,1.4,57,1
TZ Bridge mid-channel,6/20/2007,1,0.4,57,1
TZ Bridge mid-channel,10/18/2006,1,1.1,57,1
TZ Bridge mid-channel,9/26/2006,1,0.1,57,1
Orangetown STP Outfall,9/9/2007,1,0,57,1
Yonkers mid-channel,9/26/2006,1,0.1,52,1
GW Bridge mid-channel,9/6/2007,1,0,49,1
79th St. mid-channel,6/18/2007,1,0,49,1
East River mid-channel at Roosevelt Is.,7/11/2007,1,0,48,1
East River mid-channel at Roosevelt Is.,9/6/2007,1,0,48,1
Newtown Creek- Dutch Kills,5/23/2007,1,0,57,1
Newtown Creek- Dutch Kills,9/26/2006,1,0.1,57,1
East River mid-channel at 23rd St.,9/6/2007,1,0,50,1
East River mid-channel at 23rd St.,7/11/2007,1,0,50,1
The Battery mid-channel,5/23/2007,1,0,49,1
The Battery mid-channel,7/11/2007,1,1,49,1
Catskill Creek- First Bridge,5/19/2012,0,0.1,38,0
