Site,Date,EnteroCount,FourDayRainTotal,SampleCount,EnteroCount1
Piermont Pier,12/15/2009,512,1.1,187,512
Harlem River- Willis Ave. Bridge,6/5/2009,512,2,47,512
Newtown Creek- Dutch Kills,6/24/2008,500,0.2,57,500
Dunn Memorial Bridge- Albany,10/16/2010,488,1.3,38,488
Dunn Memorial Bridge- Albany,8/23/2010,488,0.6,38,488
Coeymans Landing,5/19/2011,488,1.6,36,488
Catskill Launch Ramp,8/24/2009,488,2.8,37,488
Upper Sparkill Creek,5/24/2010,488,0,165,488
Upper Sparkill Creek,11/16/2010,488,0,165,488
Harlem River- Willis Ave. Bridge,10/12/2010,487,1.2,47,487
Piermont Pier,8/29/2010,481,0,187,481
Mohawk River at Waterford,6/18/2010,479,0.2,35,479
Piermont Pier,2/8/2010,473,0,187,473
Piermont Pier,4/13/2009,473,0.4,187,473
Piermont Pier,12/5/2011,465,0,187,465
Irvington Beach,9/15/2011,464,0,36,464
Mohawk River at Waterford,6/4/2013,461,1.2,35,461
Mohawk River at Waterford,8/18/2012,461,0.3,35,461
Upper Sparkill Creek,12/6/2010,461,0,165,461
Upper Sparkill Creek,6/9/2008,457,0.2,165,457
Piermont Pier,2/6/2012,448,0,187,448
Harlem River- Willis Ave. Bridge,5/16/2011,448,1.1,47,448
Newtown Creek- Metropolitan Ave. Bridge,10/10/2012,446,0.5,57,446
Ossining Beach,7/22/2010,441,1.5,47,441
Piermont Pier,3/8/2010,441,0,187,441
Congress St. Bridge- Troy,8/21/2011,435,0.4,38,435
Coxsackie Waterfront Park,8/9/2008,435,1.5,35,435
Catskill Launch Ramp,8/23/2010,435,0.6,37,435
Kingston STP Outfall,9/18/2011,435,0.1,40,435
Rondout- Kingston Public Dock,8/7/2008,435,0.3,39,435
Upper Sparkill Creek,6/19/2008,435,1.5,165,435
Upper Sparkill Creek,12/8/2009,435,0,165,435
Upper Sparkill Creek,11/22/2010,435,0,165,435
Piermont Pier,10/21/2008,432,0,187,432
Mohawk River at Waterford,9/17/2009,416,0,35,416
Newtown Creek- Metropolitan Ave. Bridge,7/16/2012,414,0.3,57,414
Congress St. Bridge- Troy,6/24/2013,411,1.4,38,411
Dunn Memorial Bridge- Albany,10/15/2012,411,1.4,38,411
Inbocht Bay,5/19/2011,411,1.6,36,411
Esopus Creek West,10/15/2010,411,1.5,42,411
Wappingers Creek,5/18/2011,411,2.1,35,411
Newburgh Launch Ramp,10/18/2011,411,0.1,38,411
Upper Sparkill Creek,12/21/2009,411,0,165,411
Upper Sparkill Creek,5/17/2010,411,0,165,411
Upper Sparkill Creek,11/8/2010,411,0,165,411
Yonkers mid-channel,6/24/2008,410,0.2,52,410
Saw Mill River,9/10/2012,404,0.4,50,404
Upper Sparkill Creek,11/7/2011,400,0,165,400
Harlem River- Willis Ave. Bridge,7/28/2009,399,2,47,399
East River mid-channel at 23rd St.,10/12/2010,399,1.2,50,399
125th St. Pier,11/8/2012,395,1.2,66,395
Annesville Creek,10/20/2011,393,0.1,38,393
Tarrytown Marina,10/11/2012,389,0.1,27,389
Hudson River above Troy Lock,6/18/2010,387,0.2,37,387
Catskill Creek- East End,6/12/2009,387,1.2,42,387
Upper Sparkill Creek,7/10/2008,387,0.1,165,387
Nyack Launch Ramp,12/28/2009,384,1.5,61,384
Nyack Launch Ramp,8/22/2009,383,1.2,61,383
Piermont Pier,10/18/2010,379,0,187,379
Coxsackie Waterfront Park,5/19/2011,378,1.6,35,378
Rondout- Kingston Public Dock,7/20/2012,378,0.6,39,378
East River mid-channel at 23rd St.,4/18/2007,376,8.5,50,376
Saw Mill River,8/13/2012,368,0.2,50,368
Kingston STP Outfall,5/19/2012,365,0,40,365
Newburgh Launch Ramp,8/15/2012,365,0.4,38,365
Newburgh Launch Ramp,10/18/2013,365,0,38,365
Annesville Creek,6/16/2008,365,1.7,38,365
Upper Sparkill Creek,10/25/2010,365,0,165,365
Nyack Launch Ramp,11/8/2012,364,0.1,61,364
Piermont Pier,10/20/2009,364,0,187,364
Piermont Pier,4/8/2009,364,0.4,187,364
Orangetown STP Outfall,5/19/2008,364,1.2,57,364
Gowanus Canal,8/14/2013,364,1,37,364
Rondout- Eddyville Anchorage,9/29/2012,359,0.8,45,359
Harlem River- Willis Ave. Bridge,4/18/2007,356,8.5,47,356
Newtown Creek- Dutch Kills,4/18/2007,352,8.5,57,352
Hudson River above Troy Lock,8/23/2010,345,0.6,37,345
Coxsackie Waterfront Park,7/31/2009,345,1.9,35,345
Gay's Point mid-channel,6/4/2013,345,1.2,36,345
Rondout- Eddyville Anchorage,6/30/2011,345,0.5,45,345
Norrie Point Yacht Basin,10/15/2010,345,1.5,36,345
Piermont Pier,4/19/2010,345,0.2,187,345
Tivoli Landing,10/17/2011,344,0.1,37,344
East River mid-channel at Roosevelt Is.,4/18/2007,344,8.5,48,344
Nyack Launch Ramp,10/17/2013,341,0,61,341
Piermont Pier,3/5/2009,341,0.3,187,341
Newtown Creek- Metropolitan Ave. Bridge,5/19/2008,341,1,57,341
Piermont Pier,2/16/2009,340,0,187,340
125th St. Pier,6/28/2007,340,0.7,66,340
Furnace Brook,6/25/2008,337,0.1,48,337
Piermont Pier,3/31/2009,336,0.4,187,336
Orangetown STP Outfall,11/10/2006,335,3.6,57,335
Piermont Pier,4/25/2007,333,0,187,333
Pier 96 Kayak Launch,10/12/2010,331,1.2,39,331
Castleton,5/19/2011,328,1.6,35,328
Newburgh Launch Ramp,8/19/2010,328,1,38,328
Piermont Pier,4/4/2011,327,0.2,187,327
Esopus Creek Entrance,8/20/2010,326,0,43,326
Ulster Landing Beach,5/19/2011,326,1.8,36,326
Rondout- Kingston Public Dock,8/18/2013,326,0,39,326
Newburgh Launch Ramp,10/14/2010,326,0.4,38,326
Upper Sparkill Creek,11/10/2009,326,0,165,326
Upper Sparkill Creek,11/29/2010,326,0.1,165,326
Orangetown STP Outfall,8/23/2007,324,1.4,57,324
Newtown Creek- Dutch Kills,5/16/2011,323,1.1,57,323
Upper Sparkill Creek,8/6/2007,320,0,165,320
Upper Sparkill Creek,7/26/2007,320,1.1,165,320
Upper Sparkill Creek,10/15/2006,320,0.4,165,320
Newtown Creek- Dutch Kills,10/29/2009,315,1.9,57,315
Harlem River- Willis Ave. Bridge,11/10/2006,310,3.6,47,310
Upper Sparkill Creek,7/27/2007,308,0,165,308
125th St. Pier,10/12/2006,305,1.9,66,305
Nyack Launch Ramp,12/10/2012,301,0.6,61,301
Piermont Pier,9/27/2008,301,1.7,187,301
Upper Sparkill Creek,9/10/2008,300,0.6,165,300
Upper Sparkill Creek,7/25/2008,298,1.7,165,298
Newtown Creek- Metropolitan Ave. Bridge,7/11/2007,296,0,57,296
Kingsland Pt. Park- Pocantico River,9/11/2012,295,1.4,42,295
Piermont Pier,11/23/2009,292,0.4,187,292
Castleton,5/15/2009,291,0.5,35,291
West Point STP Outfall,9/13/2010,291,0,36,291
Piermont Pier,2/6/2009,290,0,187,290
Rondout- Kingston Public Dock,7/20/2010,288,0,39,288
Rondout- Eddyville Anchorage,6/11/2009,285,1.1,45,285
Cedar Pond Brook,6/28/2007,283,0.7,47,283
Upper Sparkill Creek,8/2/2007,282,0,165,282
Piermont Pier,3/25/2009,280,0,187,280
Hudson above Mohawk River,8/24/2009,276,2.8,35,276
Peekskill Riverfront Green Park,6/16/2008,276,1.7,42,276
Annesville Creek,7/22/2010,275,1.5,38,275
Emeline Beach- Haverstraw,10/20/2011,275,0.1,38,275
East River mid-channel at Roosevelt Is.,10/12/2010,275,1.2,48,275
The Battery mid-channel,4/18/2007,274,8.5,49,274
Gowanus Canal,4/18/2007,274,8.5,37,274
Hudson River above Troy Lock,6/13/2009,272,0.6,37,272
Rondout- Kingston Public Dock,6/11/2009,272,1.1,39,272
125th St. Pier,5/15/2012,272,0.5,66,272
Pier 96 Kayak Launch,5/16/2011,272,1.1,39,272
125th St. Pier,10/11/2006,269,0.4,66,269
Newtown Creek- Metropolitan Ave. Bridge,6/24/2008,268,0.2,57,268
Piermont Pier,1/12/2010,266,0,187,266
Harlem River- Willis Ave. Bridge,10/18/2006,263,1.1,47,263
Peekskill Riverfront Green Park,10/20/2011,262,0.1,42,262
Piermont Pier,11/7/2011,262,0,187,262
North River STP at 145th,6/27/2011,262,0,47,262
Coeymans Landing,7/31/2009,261,1.9,36,261
Catskill Creek- East End,6/18/2010,261,0.2,42,261
Upper Sparkill Creek,2/22/2010,261,0,165,261
Upper Sparkill Creek,7/13/2009,261,0.2,165,261
Hudson River above Troy Lock,8/24/2009,260,2.8,37,260
Gay's Point mid-channel,5/19/2011,260,1.6,36,260
Upper Sparkill Creek,11/23/2009,260,0.4,165,260
Piermont Pier,3/5/2012,259,0.2,187,259
Upper Sparkill Creek,7/1/2008,259,0.1,165,259
Gowanus Canal,10/10/2012,259,0.5,37,259
Piermont Pier,3/17/2009,253,0,187,253
TZ Bridge mid-channel,4/18/2007,252,8.5,57,252
Piermont Pier,7/23/2008,250,0.9,187,250
Upper Sparkill Creek,7/10/2007,250,0,165,250
Hudson Landing Ramp,6/12/2009,249,1.2,37,249
Malden Launch Ramp,5/19/2011,249,1.6,36,249
Upper Sparkill Creek,11/1/2010,249,0,165,249
Tivoli Landing,8/23/2009,248,0.6,37,248
Saw Mill River,5/13/2009,246,0,50,246
GW Bridge mid-channel,4/18/2007,246,8.5,49,246
Harlem River- Washington Bridge,4/18/2007,244,8.5,47,244
Piermont Pier,4/26/2010,243,1.4,187,243
Piermont Pier,5/3/2010,241,1.2,187,241
Gowanus Canal,7/16/2012,241,0.3,37,241
Upper Sparkill Creek,9/5/2008,240,0,165,240
Hudson above Mohawk River,6/4/2013,238,1.2,35,238
Mohawk River at Waterford,5/20/2012,238,0,35,238
Hudson Landing Ramp,5/19/2011,238,1.6,37,238
Catskill Creek- First Bridge,6/18/2008,238,1,38,238
Nyack Launch Ramp,2/7/2011,238,0.4,61,238
Gowanus Canal,7/11/2007,238,1,37,238
Upper Sparkill Creek,4/19/2010,236,0.2,165,236
North River STP at 145th,4/18/2007,236,8.5,47,236
Hudson above Mohawk River,8/21/2011,231,0.4,35,231
Upper Sparkill Creek,5/12/2008,231,1,165,231
Harlem River- Washington Bridge,7/14/2008,231,0.5,47,231
North River STP at 145th,6/11/2012,231,0,47,231
"Castle Point, NJ",10/12/2010,231,1.2,39,231
Cedar Pond Brook,9/12/2010,228,0,47,228
"Castle Point, NJ",11/8/2012,228,1.2,39,228
Newtown Creek- Metropolitan Ave. Bridge,12/13/2006,227,0.2,57,227
Upper Sparkill Creek,9/28/2008,226,0,165,226
Newtown Creek- Dutch Kills,11/8/2012,226,1.2,57,226
Kingston STP Outfall,10/22/2008,225,0,40,225
Newburgh Launch Ramp,7/30/2009,225,0.5,38,225
Newburgh Launch Ramp,6/17/2010,225,0,38,225
Upper Sparkill Creek,4/4/2011,225,0.2,165,225
Newtown Creek- Metropolitan Ave. Bridge,8/19/2008,223,0,57,223
Rondout- Kingston Public Dock,5/17/2009,222,1.5,39,222
Orangetown STP Outfall,5/20/2008,222,0.3,57,222
Upper Sparkill Creek,7/9/2007,221,0,165,221
East River mid-channel at Roosevelt Is.,8/14/2013,221,1,48,221
Congress St. Bridge- Troy,7/14/2011,219,0.3,38,219
Kingston Point Beach,7/28/2012,219,1.9,43,219
Kingston Point Beach,10/17/2011,219,0.1,43,219
Fort Montgomery,5/18/2011,219,2.1,36,219
Upper Sparkill Creek,5/5/2009,219,0.6,165,219
Nyack Launch Ramp,1/3/2011,218,0.1,61,218
125th St. Pier,5/16/2011,218,1.1,66,218
Nyack Launch Ramp,2/6/2012,216,0,61,216
Orangetown STP Outfall,7/29/2009,216,0.2,57,216
Cedar Pond Brook,6/16/2008,214,1.7,47,214
Nyack Launch Ramp,6/16/2008,214,1.7,61,214
Tarrytown Marina,9/9/2008,213,5.4,27,213
Piermont Pier,3/10/2009,213,0.1,187,213
Dunn Memorial Bridge- Albany,9/15/2012,211,0.1,38,211
Piermont Pier,2/26/2009,210,0,187,210
79th St. mid-channel,4/18/2007,205,8.5,49,205
Piermont Pier,4/22/2009,203,1.3,187,203
Albany Rowing Dock,9/18/2008,201,0,36,201
Athens,6/24/2013,201,0,35,201
North River STP at 145th,8/16/2011,201,6.4,47,201
125th St. Pier,10/16/2013,201,0,66,201
Piermont Pier,10/17/2006,200,1.1,187,200
125th St. Pier,6/5/2007,200,3.9,66,200
Hudson River above Troy Lock,9/21/2013,199,0,37,199
Port Ewen Drinking Water Intake,5/18/2011,199,2.1,37,199
Beacon Harbor,7/19/2013,199,0.1,38,199
East River mid-channel at 23rd St.,8/14/2013,199,1,50,199
Catskill Creek- East End,8/9/2008,197,1.5,42,197
Piermont Pier,6/9/2009,197,0.1,187,197
Upper Sparkill Creek,6/29/2009,197,0.7,165,197
Upper Sparkill Creek,11/6/2012,197,0,165,197
Stony Point mid-channel,4/25/2007,196,0,44,196
Coeymans Landing,8/9/2008,194,1.5,36,194
Newburgh Launch Ramp,6/2/2013,194,0,38,194
Cedar Pond Brook,8/23/2007,194,1.4,47,194
Upper Sparkill Creek,12/20/2010,194,0,165,194
Newtown Creek- Dutch Kills,6/22/2009,193,0.8,57,193
Catskill Launch Ramp,10/16/2010,192,1.3,37,192
Congress St. Bridge- Troy,8/24/2009,190,2.8,38,190
Ulster Landing Beach,10/17/2011,190,0.1,36,190
Rondout- Kingston Public Dock,10/17/2011,190,0.1,39,190
Piermont Pier,5/17/2011,189,2,187,189
Dunn Memorial Bridge- Albany,5/20/2012,187,0,38,187
Upper Sparkill Creek,8/3/2007,187,0,165,187
East River mid-channel at Roosevelt Is.,7/14/2008,187,0.5,48,187
Furnace Brook,6/16/2008,185,1.7,48,185
Upper Sparkill Creek,4/6/2010,185,0,165,185
Rondout- Kingston Public Dock,6/30/2011,184,0.5,39,184
Rondout- Kingston Public Dock,10/15/2010,184,1.5,39,184
Newburgh Launch Ramp,10/21/2009,184,0.2,38,184
Cold Spring Harbor,7/20/2010,184,0,35,184
Piermont Pier,5/5/2009,183,0.6,187,183
TZ Bridge mid-channel,11/10/2006,182,3.6,57,182
East River mid-channel at Roosevelt Is.,5/16/2011,181,1.1,48,181
Dunn Memorial Bridge- Albany,7/19/2010,179,0.7,38,179
Island Creek/Normans Kill,5/15/2009,179,0.5,35,179
Orangetown STP Outfall,5/21/2007,179,0.2,57,179
Upper Sparkill Creek,7/2/2007,179,0,165,179
Upper Sparkill Creek,12/5/2011,179,0,165,179
Harlem River- Willis Ave. Bridge,8/14/2013,173,1,47,173
Kingsland Pt. Park- Pocantico River,6/28/2011,171,0,42,171
Piermont Pier,10/4/2010,171,2,187,171
Croton Point Beach,5/17/2011,169,2,48,169
Kingston Point Beach,5/19/2011,166,1.8,43,166
Little Stony Point,9/13/2010,166,0,38,166
Haverstraw Bay mid-channel,4/25/2007,164,0,48,164
Island Creek/Normans Kill,8/24/2009,163,2.8,35,163
Upper Sparkill Creek,12/29/2010,162,0.1,165,162
Albany Rowing Dock,8/24/2009,161,2.8,36,161
Tivoli Landing,5/19/2011,161,1.8,37,161
Piermont Pier,5/10/2010,161,0.1,187,161
Piermont Pier,10/27/2009,161,0.6,187,161
Upper Sparkill Creek,1/12/2010,161,0,165,161
Upper Sparkill Creek,5/2/2011,161,0.4,165,161
79th St. mid-channel,10/12/2010,161,1.2,49,161
Furnace Brook,10/20/2011,160,0.1,48,160
Harlem River- Willis Ave. Bridge,6/24/2008,160,0.2,47,160
East River mid-channel at 23rd St.,5/16/2011,160,1.1,50,160
Gowanus Canal,6/19/2009,160,2.3,37,160
Catskill Creek- First Bridge,10/16/2011,159,1.6,38,159
Upper Sparkill Creek,5/27/2009,159,0.1,165,159
Newtown Creek- Metropolitan Ave. Bridge,7/2/2008,159,0.6,57,159
Orangetown STP Outfall,7/15/2008,158,1.1,57,158
Upper Sparkill Creek,11/4/2009,154,0.1,165,154
Kingston STP Outfall,5/14/2009,152,0.1,40,152
Upper Sparkill Creek,6/25/2007,149,0,165,149
Emeline Beach- Haverstraw,9/19/2013,148,0,38,148
Saw Mill River,10/19/2009,148,0.4,50,148
Catskill Launch Ramp,5/19/2011,147,1.6,37,147
Kingston Point Beach,8/23/2009,147,0.6,43,147
West Point STP Outfall,5/18/2011,147,2.1,36,147
North River STP at 145th,7/14/2008,147,0.5,47,147
125th St. Pier,10/31/2006,147,2.2,66,147
Island Creek/Normans Kill,10/15/2012,146,1.4,35,146
Upper Sparkill Creek,2/7/2011,146,0.4,165,146
Newtown Creek- Metropolitan Ave. Bridge,5/15/2012,146,0.5,57,146
Piermont Pier,8/22/2009,144,2.6,187,144
Upper Sparkill Creek,3/22/2010,144,1.2,165,144
Dyckman Street Beach,8/16/2011,144,6.4,38,144
"Castle Point, NJ",5/16/2011,144,1.1,39,144
Albany Rowing Dock,6/19/2008,143,1.4,36,143
79th St. mid-channel,11/10/2006,143,3.6,49,143
Mohawk River at Waterford,8/21/2011,142,0.4,35,142
TZ Bridge mid-channel,6/25/2008,142,0.1,57,142
Orangetown STP Outfall,12/6/2006,142,0,57,142
Newtown Creek- Dutch Kills,11/10/2006,141,3.6,57,141
East River mid-channel at 23rd St.,7/23/2008,140,1,50,140
Albany Rowing Dock,6/18/2010,139,0.2,36,139
Upper Sparkill Creek,6/20/2008,139,0.6,165,139
125th St. Pier,6/29/2007,139,0.7,66,139
Upper Sparkill Creek,3/1/2010,138,0.1,165,138
Island Creek/Normans Kill,6/18/2010,137,0.2,35,137
125th St. Pier,7/23/2007,136,0,66,136
Dunn Memorial Bridge- Albany,6/18/2010,135,0.2,38,135
125th St. Pier,9/14/2011,135,0,66,135
East River mid-channel at Roosevelt Is.,10/18/2006,135,1.1,48,135
Dunn Memorial Bridge- Albany,10/21/2013,134,0.2,38,134
Orangetown STP Outfall,6/16/2010,134,0,57,134
Upper Sparkill Creek,8/1/2007,134,0,165,134
Saw Mill River,11/8/2012,134,1.2,50,134
Saw Mill River,8/16/2007,134,0,50,134
GW Bridge mid-channel,6/24/2008,134,0.2,49,134
The Battery mid-channel,10/12/2010,134,1.2,49,134
Kingston STP Outfall,10/17/2011,133,0.1,40,133
Rondout- Kingston Public Dock,9/13/2010,133,0,39,133
Catskill Creek- First Bridge,8/18/2012,132,0.3,38,132
Norrie Point Yacht Basin,10/18/2011,132,0.1,36,132
Furnace Brook,7/22/2010,132,1.5,48,132
Piermont Pier,12/6/2006,132,0,187,132
Harlem River- Washington Bridge,10/10/2012,132,0.5,47,132
Newburgh Launch Ramp,8/17/2013,131,0,38,131
Mohawk River at Waterford,10/21/2013,130,0.2,35,130
Piermont Pier,9/7/2008,130,4.8,187,130
Upper Sparkill Creek,9/8/2008,130,4.8,165,130
Mohawk River at Waterford,10/16/2010,128,1.3,35,128
Port Ewen Drinking Water Intake,10/18/2011,128,0.1,37,128
Castleton,6/13/2009,126,0.6,35,126
Esopus Creek Entrance,10/15/2010,126,1.5,43,126
Cedar Pond Brook,10/20/2006,126,1.6,47,126
Upper Sparkill Creek,11/17/2009,126,0,165,126
Hudson Landing Ramp,10/16/2010,125,1.3,37,125
Newburgh Launch Ramp,9/17/2011,125,0.1,38,125
Saw Mill River,9/6/2007,123,0,50,123
Newtown Creek- Metropolitan Ave. Bridge,5/23/2007,123,0,57,123
Island Creek/Normans Kill,7/19/2010,122,0.7,35,122
Norrie Point Yacht Basin,7/30/2009,122,0.5,36,122
Cedar Pond Brook,7/15/2008,122,1.1,47,122
Kingsland Pt. Park- Pocantico River,7/18/2013,122,0,42,122
Nyack Launch Ramp,12/6/2010,122,0,61,122
Kingston STP Outfall,5/17/2009,121,1.5,40,121
Nyack Launch Ramp,10/20/2011,121,0.1,61,121
Saw Mill River,5/31/2013,121,0.5,50,121
Harlem River- Washington Bridge,5/16/2011,121,1.1,47,121
125th St. Pier,7/19/2011,121,0.1,66,121
125th St. Pier,6/9/2007,121,0,66,121
"Castle Point, NJ",6/6/2009,121,1.9,39,121
East River mid-channel at 23rd St.,11/8/2012,121,1.2,50,121
Nyack Launch Ramp,9/7/2008,120,4.8,61,120
Orangetown STP Outfall,7/22/2010,120,1.5,57,120
Irvington Beach,5/17/2011,120,2,36,120
125th St. Pier,10/21/2011,120,1.1,66,120
Athens,5/19/2011,119,1.6,35,119
Rondout- Eddyville Anchorage,10/15/2010,119,1.5,45,119
Norrie Point Yacht Basin,6/17/2008,119,1,36,119
Norrie Point mid-channel,5/18/2011,119,2.1,36,119
Mohawk River at Waterford,5/25/2010,117,0,35,117
Hudson River above Troy Lock,10/21/2013,117,0.2,37,117
Rondout- Kingston Public Dock,8/20/2011,117,1.1,39,117
Gay's Point mid-channel,10/16/2010,116,1.3,36,116
Marlboro Landing,6/9/2009,116,0.9,35,116
The Battery mid-channel,10/18/2006,116,1.1,49,116
Newburgh Launch Ramp,8/3/2009,115,1.7,38,115
Saw Mill River,5/23/2007,115,0,50,115
Yonkers mid-channel,12/13/2006,112,0.2,52,112
East River mid-channel at Roosevelt Is.,11/10/2006,112,3.6,48,112
Upper Sparkill Creek,2/8/2010,111,0,165,111
Kingsland Pt. Park- Pocantico River,9/8/2012,110,2.2,42,110
GW Bridge mid-channel,10/12/2010,110,1.2,49,110
125th St. Pier,10/12/2010,110,1.2,66,110
Yonkers mid-channel,8/13/2012,109,0.2,52,109
Saw Mill River,5/19/2008,109,1,50,109
North River STP at 145th,5/31/2013,109,0.5,47,109
Pier 96 Kayak Launch,11/8/2012,109,1.2,39,109
East River mid-channel at Roosevelt Is.,6/24/2008,109,0.2,48,109
East River mid-channel at Roosevelt Is.,8/16/2011,109,6.4,48,109
East River mid-channel at 23rd St.,5/17/2007,109,0.8,50,109
Hudson River above Troy Lock,7/14/2011,108,0.3,37,108
Congress St. Bridge- Troy,8/19/2013,108,0,38,108
Kingston STP Outfall,5/21/2008,108,0.2,40,108
Piermont Pier,4/29/2009,108,0,187,108
Harlem River- Washington Bridge,10/21/2011,108,1.1,47,108
Harlem River- Washington Bridge,8/16/2011,108,6.4,47,108
North River STP at 145th,5/15/2012,108,0.5,47,108
Beacon Harbor,10/21/2009,107,0.2,38,107
Newtown Creek- Dutch Kills,12/13/2006,107,0.2,57,107
Newtown Creek- Dutch Kills,6/18/2009,107,2.8,57,107
The Battery mid-channel,11/10/2006,107,3.6,49,107
Norrie Point mid-channel,10/18/2011,106,0.1,36,106
North River STP at 145th,7/11/2007,105,1,47,105
Island Creek/Normans Kill,9/14/2010,104,0,35,104
Beacon Harbor,6/9/2009,104,0.9,38,104
Upper Sparkill Creek,5/29/2008,104,0.6,165,104
Yonkers STP Outfall,4/18/2007,103,8.5,51,103
Island Creek/Normans Kill,9/18/2008,100,0,35,100
Hudson River above Troy Lock,9/17/2009,99,0,37,99
Kingston STP Outfall,5/24/2010,99,0,40,99
Kingston STP Outfall,7/20/2010,99,0,40,99
Beacon Harbor,5/18/2011,99,2.1,38,99
Little Stony Point,7/20/2010,99,0,38,99
Piermont Pier,8/22/2008,99,0,187,99
125th St. Pier,6/11/2007,99,0,66,99
Athens,9/17/2009,98,0,35,98
Annesville Creek,8/14/2012,98,0,38,98
Nyack Launch Ramp,6/12/2012,98,0,61,98
Saw Mill River,6/12/2012,98,0,50,98
East River mid-channel at 23rd St.,8/16/2011,98,6.4,50,98
Newtown Creek- Metropolitan Ave. Bridge,8/20/2009,98,0.6,57,98
Gowanus Canal,5/31/2013,98,0.5,37,98
Piermont Pier,6/2/2012,97,0.7,187,97
Piermont Pier,11/6/2012,97,0,187,97
Orangetown STP Outfall,8/18/2010,97,0.5,57,97
Dyckman Street Beach,10/21/2011,97,1.1,38,97
Pier 96 Kayak Launch,9/14/2011,97,0,39,97
The Battery mid-channel,5/16/2011,97,1.1,49,97
Mohawk River at Waterford,5/19/2011,96,1.6,35,96
Hudson River above Troy Lock,5/19/2011,96,1.6,37,96
Hudson River above Troy Lock,5/20/2012,96,0,37,96
Congress St. Bridge- Troy,9/17/2009,96,0,38,96
Coxsackie Waterfront Park,10/16/2010,96,1.3,35,96
Gowanus Canal,10/21/2011,96,1.1,37,96
Kingston STP Outfall,10/20/2013,95,0.1,40,95
Island Creek/Normans Kill,9/19/2011,93,0.1,35,93
Catskill Creek- East End,10/16/2011,93,1.6,42,93
Esopus Creek West,7/20/2012,93,0.6,42,93
Newburgh Launch Ramp,7/19/2012,93,0.2,38,93
Newtown Creek- Metropolitan Ave. Bridge,5/21/2010,93,1.1,57,93
Harlem River- Washington Bridge,11/10/2006,92,3.6,47,92
Hudson above Mohawk River,5/19/2011,91,1.6,35,91
Bethlehem Launch Ramp,6/18/2010,91,0.2,36,91
Hudson Landing Ramp,6/24/2013,91,0,37,91
Wappingers Creek,6/9/2009,91,0.9,35,91
West Point STP Outfall,7/20/2010,91,0,36,91
East River mid-channel at 23rd St.,7/14/2008,90,0.5,50,90
Coxsackie Waterfront Park,6/4/2013,89,1.2,35,89
Esopus Creek West,6/3/2013,89,1.3,42,89
Albany Rowing Dock,5/15/2009,88,0.5,36,88
Dunn Memorial Bridge- Albany,9/14/2010,88,0,38,88
Dunn Memorial Bridge- Albany,5/15/2009,88,0.5,38,88
Rondout- Kingston Public Dock,8/8/2008,88,0.3,39,88
Newburgh Launch Ramp,9/20/2013,88,0,38,88
Upper Sparkill Creek,2/15/2010,88,0.1,165,88
Upper Sparkill Creek,3/17/2010,88,0.7,165,88
125th St. Pier,8/2/2007,88,0,66,88
Athens,6/12/2009,87,1.2,35,87
Kingston STP Outfall,6/30/2011,86,0.5,40,86
Wappingers Creek,6/22/2013,86,0,35,86
Peekskill Riverfront Green Park,6/25/2008,86,0.1,42,86
Peekskill Riverfront Green Park,6/23/2009,86,0.7,42,86
Peekskill Riverfront Green Park,9/12/2010,86,0,42,86
Stony Point mid-channel,9/15/2011,86,0,44,86
Haverstraw Bay mid-channel,6/25/2008,86,0.1,48,86
TZ Bridge mid-channel,4/25/2007,86,0,57,86
Tarrytown Marina,9/15/2011,86,0,27,86
Tarrytown Marina,10/20/2011,86,0.1,27,86
Saw Mill River,7/29/2009,86,2,50,86
Saw Mill River,10/16/2013,86,0,50,86
Dyckman Street Beach,11/8/2012,86,1.2,38,86
Harlem River- Washington Bridge,6/5/2009,86,2,47,86
125th St. Pier,6/15/2010,86,0.3,66,86
79th St. mid-channel,5/15/2012,86,0.5,49,86
The Battery mid-channel,11/8/2012,86,1.2,49,86
Bethlehem Launch Ramp,6/13/2009,85,0.6,36,85
Nyack Launch Ramp,1/26/2010,85,1.3,61,85
Nyack Launch Ramp,8/21/2009,85,0,61,85
Tarrytown Marina,7/18/2013,85,0,27,85
Upper Sparkill Creek,9/19/2008,85,0,165,85
Saw Mill River,8/18/2010,85,0.3,50,85
Yonkers STP Outfall,10/21/2011,85,1.1,51,85
Harlem River- Willis Ave. Bridge,6/22/2009,85,0.8,47,85
Congress St. Bridge- Troy,8/21/2010,84,0.2,38,84
Dunn Memorial Bridge- Albany,7/2/2011,84,2.1,38,84
Dunn Memorial Bridge- Albany,5/16/2009,84,0.5,38,84
Ulster Landing Beach,10/15/2010,84,1.5,36,84
Rondout- Kingston Public Dock,6/2/2013,84,0,39,84
Wappingers Creek,8/20/2010,84,0,35,84
Cold Spring Harbor,7/19/2013,84,0.1,35,84
Piermont Pier,6/28/2010,84,0,187,84
Piermont Pier,8/10/2010,84,0,187,84
GW Bridge mid-channel,11/8/2012,84,1.2,49,84
Harlem River- Washington Bridge,7/16/2012,84,0.3,47,84
125th St. Pier,6/6/2009,84,1.9,66,84
East River mid-channel at Roosevelt Is.,10/21/2011,84,1.1,48,84
Piermont Pier,7/16/2007,83,0,187,83
125th St. Pier,5/29/2007,83,0,66,83
Albany Rowing Dock,9/14/2010,82,0,36,82
Albany Rowing Dock,7/14/2011,82,0.3,36,82
